Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-02-19,1.25,-0.7101862672617819,-0.7101862672617819
2025-02-20,1.25,-0.7101862672617819,-0.7101862672617819
2025-02-24,1.5,-0.5489692295599101,-0.5489692295599101
2025-02-25,1.5,-0.5489692295599101,-0.5489692295599101
2025-02-26,2.5,0.09589892124757686,0.09589892124757686
2025-03-03,4.75,1.5468522605644226,1.5468522605644226
2025-03-04,7.0,2.9978055998812683,2.9978055998812683
2025-03-05,3.5,0.7407670720550639,0.7407670720550639
2025-03-06,2.0,-0.22653515415616665,-0.22653515415616665
2025-03-11,2.25,-0.06531811645429489,-0.06531811645429489
2025-03-17,1.75,-0.3877521918580384,-0.3877521918580384
2025-03-18,1.75,-0.3877521918580384,-0.3877521918580384
2025-03-19,2.25,-0.06531811645429489,-0.06531811645429489
2025-03-20,1.75,-0.3877521918580384,-0.3877521918580384
2025-03-21,1.25,-0.7101862672617819,-0.7101862672617819
2025-03-24,1.25,-0.7101862672617819,-0.7101862672617819
2025-03-25,1.5,-0.5489692295599101,-0.5489692295599101
2025-03-26,2.5,0.09589892124757686,0.09589892124757686
2025-03-31,4.25,1.2244181851606792,1.2244181851606792
2025-04-01,2.0,-0.22653515415616665,-0.22653515415616665
2025-04-02,2.0,-0.22653515415616665,-0.22653515415616665
2025-04-03,3.75,0.9019841097569357,0.9019841097569357
2025-04-07,10.0,4.932410052303729,4.932410052303729
2025-04-08,8.0,3.642673750688755,3.642673750688755
2025-04-09,11.5,5.89971227851496,5.89971227851496
2025-04-15,2.75,0.2571159589494486,0.2571159589494486
2025-04-16,3.25,0.5795500343531921,0.5795500343531921
2025-04-17,1.5,-0.5489692295599101,-0.5489692295599101
2025-04-21,2.0,-0.22653515415616665,-0.22653515415616665
2025-04-22,2.0,-0.22653515415616665,-0.22653515415616665
2025-04-23,2.25,-0.06531811645429489,-0.06531811645429489
2025-04-24,1.25,-0.7101862672617819,-0.7101862672617819
2025-04-28,1.5,-0.5489692295599101,-0.5489692295599101
2025-04-29,1.5,-0.5489692295599101,-0.5489692295599101
2025-05-01,3.25,0.5795500343531921,0.5795500343531921
2025-05-05,1.75,-0.3877521918580384,-0.3877521918580384
2025-05-06,1.75,-0.3877521918580384,-0.3877521918580384
2025-05-07,2.5,0.09589892124757686,0.09589892124757686
2025-05-09,1.5059814453127274,-0.5451119859819356,-0.5451119859819356
2025-05-14,2.0,-0.22653515415616665,-0.22653515415616665
2025-05-19,3.0,0.4183329966513204,0.4183329966513204
2025-05-20,1.75,-0.3877521918580384,-0.3877521918580384
2025-05-21,2.75,0.2571159589494486,0.2571159589494486
2025-05-22,3.0,0.4183329966513204,0.4183329966513204
2025-05-23,2.0,-0.22653515415616665,-0.22653515415616665
2025-05-27,3.0,0.4183329966513204,0.4183329966513204
2025-05-28,2.25,-0.06531811645429489,-0.06531811645429489
2025-06-02,2.25,-0.06531811645429489,-0.06531811645429489
2025-06-03,1.25,-0.7101862672617819,-0.7101862672617819
2025-06-04,1.5,-0.5489692295599101,-0.5489692295599101
2025-06-05,1.25,-0.7101862672617819,-0.7101862672617819
2025-06-10,1.25,-0.7101862672617819,-0.7101862672617819
2025-06-16,1.25,-0.7101862672617819,-0.7101862672617819
2025-06-17,1.5,-0.5489692295599101,-0.5489692295599101
2025-06-18,3.25,0.5795500343531921,0.5795500343531921
2025-06-20,1.5,-0.5489692295599101,-0.5489692295599101
2025-06-23,3.25,0.5795500343531921,0.5795500343531921
2025-06-24,1.75,-0.3877521918580384,-0.3877521918580384
