Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2025-02-20,7.5,-0.40937822182113365,-0.40937822182113365
2025-02-24,10.5,0.29331738573782223,0.29331738573782223
2025-02-25,11.0,0.41043332033098157,0.41043332033098157
2025-02-26,11.5,0.5275492549241408,0.5275492549241408
2025-03-03,13.0,0.8788970587036188,0.8788970587036188
2025-03-04,10.5,0.29331738573782223,0.29331738573782223
2025-03-05,13.0,0.8788970587036188,0.8788970587036188
2025-03-06,12.5,0.7617811241104595,0.7617811241104595
2025-03-11,7.0,-0.526494156414293,-0.526494156414293
2025-03-17,11.0,0.41043332033098157,0.41043332033098157
2025-03-18,9.5,0.05908551655150361,0.05908551655150361
2025-03-19,10.5,0.29331738573782223,0.29331738573782223
2025-03-20,9.0,-0.0580304180416557,-0.0580304180416557
2025-03-21,5.0,-0.9949578947869302,-0.9949578947869302
2025-03-24,4.5,-1.1120738293800896,-1.1120738293800896
2025-03-25,7.5,-0.40937822182113365,-0.40937822182113365
2025-03-26,5.5,-0.8778419601937709,-0.8778419601937709
2025-03-31,6.5,-0.6436100910074523,-0.6436100910074523
2025-04-01,6.5,-0.6436100910074523,-0.6436100910074523
2025-04-02,11.0,0.41043332033098157,0.41043332033098157
2025-04-03,16.0,1.5815926662625748,1.5815926662625748
2025-04-07,23.5,3.3383316851599645,3.3383316851599645
2025-04-08,19.5,2.40140420841469,2.40140420841469
2025-04-09,28.0,4.392375096498398,4.392375096498398
2025-04-15,10.0,0.17620145114466293,0.17620145114466293
2025-04-16,9.0,-0.0580304180416557,-0.0580304180416557
2025-04-17,7.0,-0.526494156414293,-0.526494156414293
2025-04-21,11.5,0.5275492549241408,0.5275492549241408
2025-04-22,10.0,0.17620145114466293,0.17620145114466293
2025-04-23,7.0,-0.526494156414293,-0.526494156414293
2025-04-24,9.0,-0.0580304180416557,-0.0580304180416557
2025-04-28,7.0,-0.526494156414293,-0.526494156414293
2025-04-29,4.0,-1.2291897639732488,-1.2291897639732488
2025-05-01,10.0,0.17620145114466293,0.17620145114466293
2025-05-05,12.5,0.7617811241104595,0.7617811241104595
2025-05-06,9.5,0.05908551655150361,0.05908551655150361
2025-05-07,9.0,-0.0580304180416557,-0.0580304180416557
2025-05-09,7.5,-0.40937822182113365,-0.40937822182113365
2025-05-14,9.5,0.05908551655150361,0.05908551655150361
2025-05-19,9.5,0.05908551655150361,0.05908551655150361
2025-05-20,6.5,-0.6436100910074523,-0.6436100910074523
2025-05-21,7.0,-0.526494156414293,-0.526494156414293
2025-05-22,11.0,0.41043332033098157,0.41043332033098157
2025-05-23,16.0,1.5815926662625748,1.5815926662625748
2025-05-26,8.0,-0.2922622872279743,-0.2922622872279743
2025-05-27,5.5,-0.8778419601937709,-0.8778419601937709
2025-05-28,17.5,1.9329404700420527,1.9329404700420527
2025-06-02,11.0,0.41043332033098157,0.41043332033098157
