Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-25,15.0,-0.19974129217830242,-0.19974129217830242
2025-03-26,10.004028320312273,-0.6096856925530959,-0.6096856925530959
2025-03-30,10.5,-0.5689887419160232,-0.5689887419160232
2025-03-31,15.5,-0.1587137977630001,-0.1587137977630001
2025-04-01,15.5,-0.1587137977630001,-0.1587137977630001
2025-04-02,41.0,1.933688417417418,1.933688417417418
2025-04-03,21.5,0.3336161352206277,0.3336161352206277
2025-04-06,27.0,0.7849185737889532,0.7849185737889532
2025-04-07,76.0,4.80561302648858,4.80561302648858
2025-04-08,95.5,6.405685308685371,6.405685308685371
2025-04-09,77.0,4.887668015319185,4.887668015319185
2025-04-13,15.5,-0.1587137977630001,-0.1587137977630001
2025-04-15,20.5,0.2515611463900231,0.2515611463900231
2025-04-16,17.5,0.0053961798982091825,0.0053961798982091825
2025-04-17,16.0,-0.11768630334769777,-0.11768630334769777
2025-04-20,10.5,-0.5689887419160232,-0.5689887419160232
2025-04-21,21.5,0.3336161352206277,0.3336161352206277
2025-04-22,32.5,1.2362210123572788,1.2362210123572788
2025-04-23,23.5,0.497726112881837,0.497726112881837
2025-04-24,14.5,-0.24076878659360473,-0.24076878659360473
2025-04-27,7.5,-0.8151537084078372,-0.8151537084078372
2025-04-28,17.5,0.0053961798982091825,0.0053961798982091825
2025-04-29,21.5,0.3336161352206277,0.3336161352206277
2025-05-01,24.5,0.5797811017124416,0.5797811017124416
2025-05-04,9.5,-0.6510437307466279,-0.6510437307466279
2025-05-05,17.5,0.0053961798982091825,0.0053961798982091825
2025-05-06,17.0,-0.035631314517093136,-0.035631314517093136
2025-05-07,15.0,-0.19974129217830242,-0.19974129217830242
2025-05-09,10.5,-0.5689887419160232,-0.5689887419160232
2025-05-11,4.0,-1.1023461693149534,-1.1023461693149534
2025-05-14,19.5,0.16950615755941845,0.16950615755941845
2025-05-18,12.0,-0.4459062586701163,-0.4459062586701163
2025-05-19,28.5,0.9080010570348601,0.9080010570348601
2025-05-20,23.0,0.45669861846653464,0.45669861846653464
2025-05-21,26.5,0.7438910793736508,0.7438910793736508
2025-05-22,25.0,0.620808596127744,0.620808596127744
2025-05-23,20.0,0.21053365197472076,0.21053365197472076
2025-05-25,8.5,-0.7330987195772325,-0.7330987195772325
2025-05-26,19.0,0.12847866314411613,0.12847866314411613
2025-05-27,15.0,-0.19974129217830242,-0.19974129217830242
2025-05-28,21.5,0.3336161352206277,0.3336161352206277
2025-06-01,16.0,-0.11768630334769777,-0.11768630334769777
2025-06-02,19.5,0.16950615755941845,0.16950615755941845
2025-06-03,14.0,-0.281796281008907,-0.281796281008907
2025-06-04,30.5,1.0721110346960694,1.0721110346960694
2025-06-05,17.0,-0.035631314517093136,-0.035631314517093136
2025-06-08,5.5,-0.9792636860690465,-0.9792636860690465
2025-06-10,13.5,-0.32282377542420937,-0.32282377542420937
